pdb_id	pfam_id
3J6Y	PF05162
3J6Y	PF17144
3J6Y	PF00410
3J6Y	PF00366
3J6Y	PF00673
3J6Y	PF00411
3J6Y	PF16906
3J6Y	PF00827
3J6Y	PF01907
3J6Y	PF01779
3J6Y	PF00416
3J6Y	PF03947
3J6Y	PF00327
3J6Y	PF00252
3J6Y	PF01929
3J6Y	PF01158
3J6Y	PF00828
3J6Y	PF00833
3J6Y	PF00181
3J6Y	PF08079
3J6Y	PF01655
3J6Y	PF01249
3J6Y	PF01201
3J77	PF03297
3J77	PF01776
3J77	PF00253
3J77	PF00831
3J77	PF16121
3J77	PF17777
3J77	PF08069
3J77	PF03947
3J77	PF14204
3J77	PF01198
3J77	PF01907
3J77	PF00276
3J77	PF01090
3J77	PF00298
3J77	PF01092
3J77	PF00832
3J77	PF00252
3J77	PF00833
3J77	PF01246
3J77	PF08071
3J77	PF00366
3J77	PF00380
3J77	PF00238
3J77	PF01479
3J77	PF01158
3J77	PF04758
3J77	PF03719
3J77	PF01779
3J77	PF08079
3J77	PF00237
3J77	PF01283
3J77	PF05162
3J77	PF01294
3J77	PF00318
3J77	PF00338
3J77	PF16906
3J77	PF01251
3J77	PF00573
3J77	PF00347
3J77	PF01655
3J77	PF01201
3J77	PF07650
3J77	PF00297
3J77	PF00327
3J77	PF17135
3J77	PF16205
3J77	PF00935
3J77	PF00673
3J77	PF01249
3J77	PF14374
3J77	PF01781
3J77	PF01929
3J77	PF00466
3J77	PF01159
3J77	PF01775
3J77	PF01667
3J77	PF01247
3J77	PF00467
3J77	PF03939
3J77	PF00416
3J77	PF01157
3J77	PF00177
3J77	PF03946
3J77	PF01780
3J77	PF01280
3J77	PF01282
3J77	PF01248
3J77	PF00189
3J77	PF01599
3J77	PF00411
3J77	PF00400
3J77	PF00900
3J77	PF01199
3J77	PF01200
3J77	PF01015
3J77	PF01777
3J77	PF00410
3J77	PF00827
3J77	PF00240
3J77	PF00281
3J77	PF00572
3J77	PF00333
3J77	PF00828
3J77	PF00164
3J77	PF03501
3J77	PF01020
3J77	PF00687
3J77	PF00203
3J77	PF00428
3J77	PF00312
3J77	PF00181
3J77	PF17144
3J78	PF00400
3J78	PF00203
3J78	PF01776
3J78	PF08071
3J78	PF00831
3J78	PF00253
3J78	PF00828
3J78	PF00164
3J78	PF03719
3J78	PF00572
3J78	PF03501
3J78	PF01020
3J78	PF03946
3J78	PF00416
3J78	PF00276
3J78	PF00177
3J78	PF01781
3J78	PF01599
3J78	PF00189
3J78	PF01282
3J78	PF01280
3J78	PF01780
3J78	PF00238
3J78	PF01015
3J78	PF01777
3J78	PF00410
3J78	PF00827
3J78	PF00411
3J78	PF01157
3J78	PF01200
3J78	PF01199
3J78	PF01479
3J78	PF04758
3J78	PF00380
3J78	PF01158
3J78	PF00281
3J78	PF05162
3J78	PF16205
3J78	PF00237
3J78	PF00327
3J78	PF01779
3J78	PF00333
3J78	PF01251
3J78	PF00466
3J78	PF00312
3J78	PF03947
3J78	PF14204
3J78	PF01655
3J78	PF01283
3J78	PF00467
3J78	PF00338
3J78	PF01294
3J78	PF00298
3J78	PF17777
3J78	PF01159
3J78	PF01775
3J78	PF01667
3J78	PF01247
3J78	PF00900
3J78	PF00347
3J78	PF00832
3J78	PF01092
3J78	PF00252
3J78	PF01090
3J78	PF03939
3J78	PF01248
3J78	PF17144
3J78	PF01198
3J78	PF03297
3J78	PF00181
3J78	PF08069
3J78	PF00428
3J78	PF08079
3J78	PF00573
3J78	PF00687
3J78	PF00833
3J78	PF01246
3J78	PF16121
3J78	PF01907
3J78	PF00240
3J78	PF07650
3J78	PF00297
3J78	PF01929
3J78	PF17135
3J78	PF00366
3J78	PF00935
3J78	PF00673
3J78	PF00318
3J78	PF16906
3J78	PF01249
3J78	PF14374
3J78	PF01201
3J7P	PF16205
3J7P	PF08071
3J7P	PF07650
3J7P	PF00900
3J7P	PF00253
3J7P	PF00189
3J7P	PF00276
3J7P	PF01479
3J7P	PF16906
3J7P	PF00177
3J7P	PF01655
3J7P	PF01599
3J7P	PF03501
3J7P	PF01777
3J7P	PF01779
3J7P	PF00181
3J7P	PF01251
3J7P	PF01201
3J7P	PF14204
3J7P	PF00828
3J7P	PF01199
3J7P	PF00366
3J7P	PF00467
3J7P	PF03947
3J7P	PF00400
3J7P	PF01198
3J7P	PF17144
3J7P	PF00203
3J7P	PF00298
3J7P	PF01020
3J7P	PF00831
3J7P	PF00832
3J7P	PF00281
3J7P	PF00380
3J7P	PF01294
3J7P	PF00416
3J7P	PF03946
3J7P	PF01280
3J7P	PF01781
3J7P	PF00347
3J7P	PF00240
3J7P	PF00673
3J7P	PF00833
3J7P	PF01929
3J7P	PF01015
3J7P	PF01283
3J7P	PF00935
3J7P	PF00338
3J7P	PF01249
3J7P	PF01776
3J7P	PF01200
3J7P	PF16122
3J7P	PF17135
3J7P	PF00238
3J7P	PF00164
3J7P	PF00318
3J7P	PF01157
3J7R	PF01667
3J7R	PF01015
3J7R	PF01479
3J7R	PF17144
3J7R	PF00312
3J7R	PF00281
3J7R	PF01781
3J7R	PF01198
3J7R	PF14374
3J7R	PF01199
3J7R	PF08069
3J7R	PF01159
3J7R	PF01294
3J7R	PF01251
3J7R	PF01655
3J7R	PF00252
3J7R	PF00831
3J7R	PF01599
3J7R	PF00573
3J7R	PF00347
3J7R	PF14204
3J7R	PF00673
3J7R	PF00177
3J7R	PF00400
3J7R	PF08071
3J7R	PF07650
3J7R	PF16906
3J7R	PF00380
3J7R	PF01020
3J7R	PF01283
3J7R	PF00318
3J7R	PF01775
3J7R	PF00338
3J7R	PF00828
3J7R	PF00832
3J7R	PF00237
3J7R	PF16121
3J7R	PF01777
3J7R	PF00253
3J7R	PF10559
3J7R	PF00416
3J7R	PF01776
3J7R	PF00333
3J7R	PF00164
3J7R	PF01200
3J7R	PF01248
3J7R	PF00344
3J7R	PF00833
3J7R	PF00189
3J7R	PF00827
3J7R	PF16122
3J7R	PF01249
3J7R	PF01157
3J7R	PF01779
3J7R	PF01929
3J7R	PF03719
3J7R	PF01246
3J7R	PF00203
3J7R	PF00240
3J7R	PF01282
3J7R	PF17135
3J7R	PF01090
3J7R	PF00467
3J7R	PF00900
3J7Y	PF14978
3J7Y	PF00338
3J7Y	PF06984
3J7Y	PF03946
3J7Y	PF10210
3J7Y	PF00237
3J7Y	PF10501
3J7Y	PF01632
3J7Y	PF00573
3J7Y	PF00861
3J7Y	PF00472
3J7Y	PF01016
3J7Y	PF00238
3J7Y	PF05047
3J7Y	PF00276
3J7Y	PF01281
3J7Y	PF00444
3J7Y	PF10244
3J7Y	PF00828
3J7Y	PF01161
3J7Y	PF01196
3J7Y	PF01245
3J7Y	PF00297
3J7Y	PF00830
3J7Y	PF00572
3J7Y	PF09809
3J7Y	PF00829
3J7Y	PF01084
3J7Y	PF00468
3J7Y	PF05046
3J7Y	PF11788
3J7Y	PF17136
3J7Y	PF00298
3J7Y	PF10780
3J7Y	PF00181
3J7Y	PF01783
3J7Y	PF07147
3J7Y	PF00327
3J7Y	PF00471
3J7Y	PF10147
3J7Y	PF09812
3J7Y	PF00252
3J7Y	PF04280
3J7Y	PF00467
3J7Y	PF00466
3J7Y	PF18699
3J7Y	PF03947
3J7Y	PF00453
3J9M	PF00253
3J9M	PF00453
3J9M	PF00318
3J9M	PF00327
3J9M	PF01084
3J9M	PF00297
3J9M	PF10213
3J9M	PF08561
3J9M	PF10037
3J9M	PF07147
3J9M	PF00380
3J9M	PF01281
3J9M	PF08213
3J9M	PF01016
3J9M	PF00886
3J9M	PF04280
3J9M	PF08293
3J9M	PF18699
3J9M	PF00861
3J9M	PF05047
3J9M	PF00181
3J9M	PF10210
3J9M	PF00252
3J9M	PF03719
3J9M	PF01632
3J9M	PF10245
3J9M	PF10501
3J9M	PF00572
3J9M	PF00573
3J9M	PF17136
3J9M	PF03946
3J9M	PF09809
3J9M	PF00164
3J9M	PF00276
3J9M	PF00472
3J9M	PF15433
3J9M	PF00444
3J9M	PF00466
3J9M	PF06747
3J9M	PF10147
3J9M	PF00467
3J9M	PF00312
3J9M	PF00298
3J9M	PF10244
3J9M	PF01196
3J9M	PF10484
3J9M	PF00338
3J9M	PF01250
3J9M	PF00238
3J9M	PF14978
3J9M	PF10236
3J9M	PF09812
3J9M	PF00411
3J9M	PF00237
3J9M	PF14955
3J9M	PF00471
3J9M	PF01245
3J9M	PF05046
3J9M	PF01165
3J9M	PF00468
3J9M	PF00333
3J9M	PF00828
3J9M	PF10780
3J9M	PF14943
3J9M	PF03947
3J9M	PF00177
3J9M	PF01783
3J9M	PF16053
3J9M	PF06984
3J9M	PF00366
3J9M	PF11788
3J9M	PF13812
3J9M	PF09776
3J9M	PF10246
3J9M	PF01161
3J9M	PF00829
3J9T	PF03179
3J9T	PF03223
3J9T	PF03224
3J9T	PF01496
3J9T	PF01813
3J9T	PF01990
3J9T	PF01992
3J9T	PF11698
3J9T	PF00006
3J9T	PF16886
3J9T	PF01991
3J9T	PF02874
3J9T	PF00137
3J9U	PF00137
3J9U	PF00006
3J9U	PF02874
3J9U	PF11698
3J9U	PF01990
3J9U	PF01992
3J9U	PF01813
3J9U	PF01991
3J9U	PF16886
3J9U	PF01496
3J9U	PF03224
3J9U	PF03179
3J9U	PF03223
3J9V	PF02874
3J9V	PF00137
3J9V	PF01813
3J9V	PF03179
3J9V	PF00006
3J9V	PF01496
3J9V	PF16886
3J9V	PF03224
3J9V	PF01991
3J9V	PF11698
3J9V	PF01992
3J9V	PF01990
3J9V	PF03223
3J9X	
3JA6	PF02895
3JA6	PF00015
3JA6	PF01584
3JA6	PF02518
3JAX	PF13833
3JAX	PF00612
3JAX	PF02736
3JAX	PF00063
3JAX	PF13405
3JB9	PF00400
3JB9	PF10598
3JB9	PF01423
3JB9	PF03764
3JB9	PF16399
3JB9	PF01125
3JB9	PF10596
3JB9	PF11831
3JB9	PF00160
3JB9	PF16131
3JB9	PF04676
3JB9	PF02184
3JB9	PF02731
3JB9	PF04677
3JB9	PF00249
3JB9	PF08606
3JB9	PF13087
3JB9	PF10597
3JB9	PF00009
3JB9	PF08082
3JB9	PF04889
3JB9	PF05700
3JB9	PF12134
3JB9	PF03144
3JB9	PF16004
3JB9	PF01398
3JB9	PF00076
3JB9	PF08083
3JB9	PF12799
3JB9	PF08084
3JB9	PF00679
3JBI	PF00022
3JBK	PF00022
3JCP	PF13646
3JCP	PF18098
3JCP	PF01399
3JCP	PF10584
3JCP	PF18503
3JCP	PF01851
3JCP	PF18004
3JCP	PF17862
3JCP	PF18055
3JCP	PF00004
3JCP	PF12465
3JCP	PF00227
3JCP	PF16450
3JCP	PF18261
3JCP	PF08375
3JCP	PF04683
3JCP	PF05160
3JCP	PF10075
3JCP	PF10602
3JCP	PF17781
3JCP	PF01398
3JCP	PF13519
3JCP	PF18051
3JCP	PF13012
3JSE	PF10584
3JSE	PF00227
3JSE	PF02252
3JTD	PF13499
3JTD	PF13405
3JTL	PF10584
3JTL	PF02252
3JTL	PF00227
3JVT	PF13405
3JVT	PF13499
3JVW	PF00077
3JVY	PF00077
3JW2	PF00077
3K1I	PF02561
3K1I	PF16522
3K29	PF16789
3K2S	PF01442
3K4V	PF00077
3K7V	PF02985
3K7V	PF00149
3K7W	PF02985
3K7W	PF00149
3KAT	PF00619
3KDQ	
3KE4	PF01923
3KE5	PF01923
3KEA	PF12796
3KKB	
3KND	PF00514
3KND	PF16186
3KS9	PF01094
3KYI	PF00072
3KYI	PF01627
3KYJ	PF01627
3KYJ	PF00072
3L0M	PF14860
3L1N	PF12296
3L1W	PF03372
3L34	
3L3Q	PF00514
3L4Q	PF16454
3L8I	PF06840
3L9P	PF07714
3LBX	PF00435
3LCN	PF11517
3LCS	PF07714
3LCT	PF07714
3LDQ	PF02179
3LG7	
3LHP	
3LHR	
3LI8	PF02743
3LI9	PF02743
3LIA	PF02743
3LIC	
3LKU	
3LMK	PF01094
3LSJ	PF00440
3LSP	PF00440
3LSR	PF00440
3LT6	
3LT7	
3LTM	
3LW8	PF03278
3LW8	PF00071
3LWN	PF00071
3LWN	PF03278
3LXR	PF00071
3LXR	PF03278
3LYN	PF01303
3LYQ	PF03278
3M3Z	PF02179
3MBG	PF04777
3MQ1	
3MQ4	PF01094
3MQ7	PF16716
3MQB	PF16716
3MQC	PF16716
3MTT	
3MVC	PF00042
3MYI	
3N01	
3N24	PF16767
3N2G	PF03953
3N2G	PF00091
3N2K	PF00091
3N2K	PF03953
3N4W	
3N6O	PF14860
3NDT	PF00077
3NDU	PF00077
3NDW	PF00077
3NDX	PF00077
3NG8	
3NP5	
3NR7	
3NRX	
3NRY	
3NUJ	PF00077
3NUO	PF00077
3NWH	PF16716
3NZL	
3NZZ	
3O00	
3O01	
3O02	
3O0Z	
3O2I	
3O55	PF04777
3O9O	PF06013
3ODR	PF11935
3ODS	PF11935
3OGI	PF06013
3OGP	PF00077
3OGQ	PF00077
3OK8	
3OK9	PF00077
3OKQ	
3ONT	PF07084
3ONX	
3OP9	PF01381
3OPC	PF05130
3OQS	PF00514
3OQS	PF16186
3OTL	PF08327
3OUW	PF00514
3OUX	PF00514
3OVU	PF05031
3OVU	PF09236
3OVU	PF00042
3OXC	PF00077
3OZI	
3P17	PF00089
3P1G	PF00075
3P30	
3P6Z	PF00089
3P70	PF00089
3P8B	PF00467
3P8B	PF06093
3P8B	PF03439
3P8D	PF18115
3PE0	PF17902
3PEU	PF00271
3PEU	PF07817
3PEV	PF07817
3PEV	PF00271
3PFY	PF02338
3PHW	PF00240
3PHW	PF02338
3PHX	PF00240
3PHX	PF02338
3PLT	
3PMD	PF09385
3PMR	PF12925
3PRM	PF02338
3PRM	PF00240
3PRP	PF02338
3PRP	PF00240
3PSE	PF02338
3PSE	PF00240
3PT2	PF00240
3PT2	PF02338
3PWM	PF00077
3Q5U	PF00514
3Q5U	PF16186
3Q8T	
3QBF	PF00077
3QGN	PF00089
3QII	PF18115
3QIJ	PF00373
3QIJ	PF09379
3QLP	PF00089
3QN8	PF00077
3QOB	PF00042
3QPJ	PF00077
3QQC	PF03439
3QQC	PF06093
3QQC	PF00467
3QRM	PF00077
3QRO	PF00077
3QRS	PF00077
3QTV	PF00089
3QWE	
3QYJ	PF00561
3R2P	
3R3G	PF00089
3RCZ	PF00179
3RCZ	PF11976
3RF3	PF17985
3RGU	
3RKL	
3RM0	PF00089
3RM2	PF00089
3RMN	PF00089
3RQ9	
3RQE	PF06840
3RQF	PF06840
3RQG	PF06840
3RRM	PF00270
3RRM	PF07817
3RRM	PF16755
3RRM	PF00271
3RRN	PF00270
3RRN	PF07817
3RRN	PF00271
3RYC	PF00091
3RYC	PF03953
3RYC	PF00836
3RYF	PF00091
3RYF	PF00836
3RYF	PF03953
3RYH	PF00091
3RYH	PF03953
3RYH	PF00836
3RYI	PF03953
3RYI	PF00091
3RYI	PF00836
3RZ9	PF00514
3RZ9	PF16186
3RZX	PF16186
3RZX	PF00514
3S43	PF00077
3S45	PF00077
3S53	PF00077
3S54	PF00077
3S7H	PF00089
3S7K	PF00089
3S84	
3S85	PF00077
3S90	
3S9O	PF03623
3SDH	PF00042
3SI3	PF00089
3SI4	PF00089
3SKQ	
3SM9	PF01094
3SOG	
3SOH	
3SQE	PF00089
3SQF	PF00077
3STQ	
3SV2	PF00089
3T5F	PF00089
3T97	
3T98	PF18437
3TEB	PF03372
3THF	
3TJ3	PF08911
3TJ3	PF00514
3TJ5	
3TJ6	
3TK0	PF04777
3TMO	PF02338
3TMP	PF00240
3TMP	PF02338
3TNU	
3TOF	PF00077
3TOG	PF00077
3TOH	PF00077
3TPM	PF00514
3TPO	PF00514
3TPO	PF16186
3TPO	PF01749
3TRB	PF01381
3TU7	PF00089
3TX7	PF00514
3TX7	PF00104
3U3B	
3U3F	
3U3G	PF13456
3U4T	PF07719
3U4V	PF01336
3U69	PF00089
3U7S	PF00077
3U8O	PF00089
3U8U	PF03372
3U98	PF00089
3U9A	PF00089
3UB2	PF13676
3UB3	PF13676
3UB4	PF13676
3UF1	
3UGY	PF00042
3UGZ	PF00042
3UH3	PF00042
3UH5	PF00042
3UH6	PF00042
3UH7	PF00042
3UHB	PF00042
3UHC	PF00042
3UHD	PF00042
3UHE	PF00042
3UHG	PF00042
3UHH	PF00042
3UHI	PF00042
3UHK	PF00042
3UHN	PF00042
3UHQ	PF00042
3UHR	PF00042
3UHS	PF00042
3UHT	PF00042
3UHU	PF00042
3UHV	PF00042
3UHW	PF00042
3UHX	PF00042
3UHY	PF00042
3UHZ	PF00042
3UI0	PF00042
3UKW	PF00514
3UKW	PF16186
3UKX	PF00514
3UKX	PF16186
3UKY	PF00514
3UKY	PF16186
3UKZ	PF00514
3UKZ	PF16186
3UL0	PF00514
3UL0	PF16186
3UL1	PF00514
3UL1	PF16186
3ULQ	PF18801
3ULQ	PF12895
3ULQ	PF00196
3USY	PF14841
3USY	PF01706
3UUL	PF00435
3UUM	PF00435
3UUN	PF00435
3UVU	PF00514
3UVU	PF16186
3UWJ	PF00089
3UX4	PF02293
3UZE	PF02832
3V1O	PF00075
3V1Q	PF00075
3V1R	PF00075
3VE6	PF00514
3VEM	
3VF0	PF00076
3VF0	PF01044
3VFA	PF00077
3VFB	PF00077
3VOP	
3VPV	
3VWA	
3W0K	PF00150
3W2X	PF03372
3W2Y	PF03372
3WA8	PF09485
3WCY	PF09294
3WCY	PF00143
3WN6	PF07821
3WN6	PF00128
3WO2	PF00340
3WO3	PF00340
3WO4	PF00340
3WO4	PF18452
3WO4	PF13895
3WPT	PF00514
3WY1	PF16657
3WY1	PF00128
3WY2	PF16657
3WY2	PF00128
3WY3	PF16657
3WY3	PF00128
3WY4	PF00128
3WY4	PF16657
3WZU	PF00069
3ZCI	
3ZDL	
3ZG1	PF13801
3ZH8	PF00069
3ZH8	PF00433
3ZIN	PF00514
3ZIO	PF00514
3ZIP	PF00514
3ZIQ	PF00514
3ZIR	PF00514
3ZNH	PF00240
3ZNH	PF02338
3ZO9	PF16657
3ZO9	PF00128
3ZOA	PF16657
3ZOA	PF00128
3ZX6	PF00015
4A1S	PF13424
4A1S	PF13176
4A20	PF00240
4A7F	PF00063
4A7F	PF00022
4A7H	PF00022
4A7H	PF00063
4A7L	PF00022
4A7L	PF00063
4ABX	
4AEY	PF02152
4AIE	PF16657
4AIE	PF00128
4AJ5	PF16740
4ANL	PF07714
4ANQ	PF07714
4ANS	PF07714
4AOM	
4ASW	PF16546
4ASW	PF00240
4ATG	PF07571
4AX2	PF16695
4AX9	PF00089
4AYY	PF00089
4AZ2	PF00089
4B18	PF00514
4B2F	PF05714
4B7W	PF00104
4B8J	PF00514
4B8J	PF16186
4B8J	PF01749
4B8O	PF00514
4B8O	PF16186
4B8P	PF00514
4B8P	PF16186
4B9C	PF00942
4BA3	PF16186
4BA3	PF00514
4BAH	PF00089
4BAK	PF00089
4BAM	PF00089
4BAN	PF00089
4BAO	PF00089
4BAQ	PF00089
4BE5	
4BE6	
4BEI	
4BG5	PF05714
4BHX	
4BJM	PF18247
4BJM	PF18241
4BJN	PF18241
4BJN	PF18247
4BOH	PF00089
4BOU	PF02338
4BPL	PF16186
4BPL	PF00514
4BQK	PF00514
4BQK	PF16186
4BSG	
4BSH	
4BSI	
4BTS	PF00318
4BTS	PF00400
4BTS	PF00177
4BTS	PF01015
4BTS	PF00253
4BTS	PF00833
4BTS	PF00163
4BTS	PF16205
4BTS	PF04758
4BTS	PF00338
4BTS	PF03297
4BTS	PF00203
4BTS	PF01200
4BTS	PF01479
4BTS	PF01282
4BTS	PF01248
4BTS	PF00416
4BTS	PF01251
4BTS	PF01253
4BTS	PF01176
4BTS	PF00900
4BTS	PF03501
4BTS	PF01201
4BTS	PF00312
4BTS	PF16121
4BTS	PF00189
4BTS	PF00410
4BTS	PF01283
4BTS	PF00366
4BTS	PF00333
4BTS	PF01092
4BTS	PF00411
4BTS	PF01090
4BTS	PF01599
4BTS	PF08069
4BTS	PF08071
4BTS	PF07650
4BTS	PF00380
4BTS	PF01667
4BTS	PF03719
4BTS	PF01249
4BTS	PF00164
4BWD	PF10224
4BWN	
4C0N	PF01152
4C18	
4C44	PF01152
4C7M	
4CCB	PF07714
4CCU	PF07714
4CD0	PF07714
4CE4	PF00828
4CE4	PF17136
4CE4	PF00472
4CE4	PF00573
4CE4	PF01016
4CE4	PF00861
4CE4	PF04280
4CE4	PF00467
4CE4	PF00181
4CE4	PF00829
4CE4	PF00327
4CE4	PF01281
4CE4	PF01161
4CE4	PF00252
4CE4	PF01632
4CE4	PF00237
4CE4	PF00238
4CE4	PF00468
4CE4	PF01196
4CE4	PF06984
4CE4	PF01245
4CH2	PF00089
4CHJ	PF18045
4CIH	
4CII	
4CJ2	PF02294
4CJ2	PF00062
4CJD	
4CKG	PF16746
4CKG	PF00169
4CKH	PF00169
4CKH	PF16746
4CLI	PF07714
4CLJ	PF07714
4CMO	PF07714
4CMT	PF07714
4CMU	PF07714
4CNH	PF07714
4CPC	PF04803
4CTB	PF07714
4CTC	PF07714
4D0O	PF00621
4D18	PF01399
4D18	PF01398
4D18	PF18392
4D18	PF10602
4D18	PF18420
4D18	PF13012
4D18	PF18323
4D18	PF10075
4D1Q	PF05699
4D1Q	PF10683
4D4Z	PF13646
4D50	PF13646
4D5L	PF16121
4D5L	PF08069
4D5L	PF00400
4D5L	PF00380
4D5L	PF00338
4D5L	PF00164
4D5L	PF00416
4D5L	PF00411
4D5L	PF01090
4D5L	PF01282
4D5L	PF00203
4D5L	PF00833
4D5L	PF00410
4D5L	PF01599
4D5L	PF16205
4D5L	PF08071
4D5L	PF00312
4D5L	PF01092
4D5L	PF01479
4D5L	PF01200
4D5L	PF00467
4D5L	PF01248
4D5L	PF07650
4D5L	PF03501
4D5L	PF01201
4D5L	PF00189
4D5L	PF00366
4D5L	PF00240
4D5L	PF01251
4D5L	PF00900
4D5L	PF00163
4D5L	PF00253
4D5L	PF00177
4D5L	PF03297
4D5L	PF00333
4D5L	PF16122
4D5L	PF01667
4D5L	PF00318
4D5L	PF01283
4D5L	PF03719
4D5L	PF01015
4D5L	PF04758
4D61	PF08069
4D61	PF00009
4D61	PF01667
4D61	PF00163
4D61	PF00400
4D61	PF00366
4D61	PF00164
4D61	PF00177
4D61	PF03719
4D61	PF00833
4D61	PF04758
4D61	PF00380
4D61	PF01090
4D61	PF16121
4D61	PF00411
4D61	PF03143
4D61	PF01015
4D61	PF01479
4D61	PF01282
4D61	PF03465
4D61	PF01248
4D61	PF16122
4D61	PF01599
4D61	PF01092
4D61	PF00410
4D61	PF16205
4D61	PF00333
4D61	PF00253
4D61	PF03144
4D61	PF00900
4D61	PF00189
4D61	PF00312
4D61	PF03463
4D61	PF01283
4D61	PF01201
4D61	PF00338
4D61	PF08071
4D61	PF00203
4D61	PF00467
4D61	PF01200
4D61	PF03501
4D61	PF03297
4D61	PF03464
4D61	PF07650
4D61	PF00318
4D61	PF00240
4D61	PF01251
4D61	PF00416
4D8O	PF00791
4D8O	PF17809
4DC2	PF00433
4DC2	PF00069
4DCE	PF07714
4DFG	PF00077
4DIH	PF00089
4DII	PF00089
4DJ9	
4DJS	PF00514
4DJZ	PF00084
4DJZ	PF00089
4DL0	PF03179
4DL0	PF01991
4DN5	PF00069
4DND	PF09177
4DY7	PF00089
4DY7	PF09396
4DY7	PF00079
4E05	PF00089
4E06	PF00089
4E17	
4E18	
4E19	PF13456
4E40	
4E6H	PF05843
4E6S	PF02023
4E7R	PF00089
4E85	PF05843
4E89	PF00075
4E9M	PF00619
4EB6	PF00091
4EB6	PF03953
4EEE	PF00340
4EFA	PF03179
4EFA	PF01991
4EHP	
4EKX	PF00340
4ELY	PF01845
4ELZ	PF01845
4EPC	PF13457
4EV8	PF00514
4EV9	PF00514
4EVA	PF00514
4EVP	PF00514
4EVT	PF00514
4F1H	PF03372
4F1I	PF14555
4F1I	PF03372
4F7G	
4FGV	PF18777
4FGV	PF08767
4FGV	PF08389
4FGV	PF18784
4FGV	PF18787
4FI5	
4FL8	PF00077
4FLA	
4FNW	PF07714
4FNX	PF07714
4FNY	PF07714
4FNZ	PF07714
4FOB	PF07714
4FOC	PF07714
4FOD	PF07714
4FPV	PF03372
4FQ0	PF02154
4FQ0	PF14841
4FVA	PF03372
4FZ5	PF13676
4FZS	
4GA2	
4GB2	PF00077
4GEH	PF06840
4GEW	PF03372
4GEW	PF14555
4GI6	PF00128
4GI6	PF11941
4GI8	PF11941
4GI8	PF00128
4GI9	PF00128
4GI9	PF11941
4GIA	PF11941
4GIA	PF00128
4GIN	PF00128
4GIN	PF11941
4GKW	
4GN1	PF00788
4GN1	PF00169
4GO8	PF00128
4GO8	PF11941
4GO9	PF11941
4GO9	PF00128
4GOC	
4GRN	
4GRO	
4GRP	
4GRQ	
4GRR	
4GYO	PF18801
4GYZ	PF03372
4GZ0	PF03372
4GZ1	PF03372
4GZ2	PF03372
4GZR	PF06013
4H2C	PF11941
4H2C	PF00128
4H6S	PF00089
4H6T	PF00089
4H7V	PF11941
4H7V	PF00128
4H8H	PF00128
4H8H	PF11941
4H8K	PF13456
4H8U	PF11941
4H8U	PF00128
4H8V	PF11941
4H8V	PF00128
4H9N	PF15511
4H9O	PF15511
4H9P	PF15511
4H9S	
4HA1	PF11941
4HA1	PF00128
4HAY	PF18784
4HAY	PF00071
4HAY	PF03810
4HAY	PF18787
4HAY	PF08389
4HAY	PF08767
4HAY	PF00638
4HAY	PF18777
4HBI	PF00042
4HDB	PF00077
4HDF	PF00077
4HEG	PF00077
4HJJ	PF00340
4HMY	PF00928
4HMY	PF01602
4HMY	PF01217
4HOW	PF16657
4HOW	PF00128
4HOX	PF00128
4HOX	PF16657
4HOZ	PF16657
4HOZ	PF00128
4HP5	PF16657
4HP5	PF00128
4HPH	PF16657
4HPH	PF00128
4HTC	PF00089
4HTC	PF00713
4HTI	PF11548
4HTJ	PF11548
4HTV	PF00514
4HTV	PF16186
4HXD	PF00240
4HXD	PF02338
4HZK	PF08767
4HZK	PF18787
4HZK	PF18777
4HZK	PF18784
4HZK	PF08389
4I0X	PF06013
4I17	
4I4T	PF03953
4I4T	PF00091
4I4T	PF03133
4I50	PF03953
4I50	PF00091
4I50	PF03133
4I55	PF03953
4I55	PF03133
4I55	PF00091
4I5L	PF02985
4I5L	PF13499
4I5L	PF17958
4I5L	PF00149
4I5N	PF13499
4I5N	PF02985
4I5N	PF00149
4I5N	PF17958
4I9E	PF12895
4I9E	PF18801
4IBN	PF00075
4IDT	PF00069
4IDV	PF00069
4IEM	PF03372
4IHJ	PF00091
4IHJ	PF03133
4IHJ	PF03953
4IIJ	PF00091
4IIJ	PF03133
4IIJ	PF03953
4ILO	PF02591
4IPY	
4IQR	PF00105
4IQR	PF00104
4IW4	PF00089
4IW4	PF03974
4J19	PF00046
4J2C	PF09177
4JBU	
4JEC	PF00077
4JG4	PF00825
4JJY	PF13949
4JLE	PF09687
4JLZ	PF03281
4JO7	PF18437
4JO9	PF18437
4JOA	PF07714
4JQ5	
4JSN	PF02259
4JSN	PF02260
4JSN	PF08771
4JSN	PF00454
4JSN	PF00400
4JSP	PF00400
4JSP	PF02259
4JSP	PF08771
4JSP	PF02260
4JSP	PF00454
4JSV	PF00400
4JSV	PF02259
4JSV	PF08771
4JSV	PF02260
4JSV	PF00454
4JSX	PF08771
4JSX	PF00400
4JSX	PF00454
4JSX	PF02259
4JSX	PF02260
4JT5	PF08771
4JT5	PF02259
4JT5	PF02260
4JT5	PF00454
4JT5	PF00400
4JT6	PF00400
4JT6	PF02259
4JT6	PF00454
4JT6	PF02260
4JT6	PF08771
4JVS	PF18172
4JVS	PF00071
4JVS	PF18227
4K6J	PF07814
4K7B	PF18240
4K96	PF03281
4K97	PF03281
4K98	PF03281
